bytes_per_interval
95
1287
1292
1292
907
1286
1292
1292
1292
1292
1292
1292
153
1286
1292
1292
1292
1292
301
1284
1292
1292
1292
1292
837
1274
373
187
103
248
103
175
103
215
103
167
103
180
103
1284
1292
1292
1292
1292
1292
1140
1284
556
132
1288
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1184
101
84
101
84
883
88
1284
88
1292
1292
1292
1292
1193
1284
1292
1292
1292
1292
1292
1176
1284
1292
1292
1292
1292
1292
227
1284
1292
1292
1193
1284
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
817
1284
1292
128
155
161
167
102
1292
1292
1292
1292
1258
95
593
178
85
89
647
1288
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1163
1285
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1218
1285
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
95
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
891
1265
194
88
88
109
85
88
117
88
1284
1292
1292
642
1139
1284
1292
1292
264
1284
1292
1018
1284
719
876
1284
430
1218
1284
585
370
1284
97
1284
158
1284
1292
1108
522
1284
1292
1292
1292
901
1284
446
1284
314
435
1284
497
1179
1284
531
1284
380
1284
1292
1292
352
1284
1292
681
1284
638
91
231
1288
1292
1292
203
104
88
102
98
86
125
1292
1292
1292
91
181
212
85
157
85
104
85
104
104
85
85
93
93
1288
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
429
88
1292
1292
1292
309
106
88
1038
199
86
110
157
153
117
125
88
86
90
95
90
230
92
88
529
478
308
333
134
83
139
145
151
85
86
90
228
206
86
102
1292
1292
1292
1292
1292
169
1287
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1040
88
592
179
85
90
502
104
1288
606
130
142
171
95
88
102
1292
1292
1292
86
1288
1292
1292
1292
1292
1292
1017
86
88
102
102
1292
1292
102
102
1292
1292
1288
1292
1292
1292
1292
1292
220
1292
1292
1292
1098
105
1292
1292
175
1292
1026
199
136
89
89
1288
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
91
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
1292
256
88
1292
1288
1292
1292
91
1292
111
83
111
83
91
1287
1292
1292
1292
1292
1292
1292
1292
1292
1292
149
86
1292
1292
364
990
158
86
84
1292
1292
1292
363
991
163
86
84
182
182
88
