since_last_packet,bytes_per_interval
0.012482998509022285,94.9999987990092
0.1380529904135079,1286.999939700581
4.499999762517001e-05,1291.9999596001664
0.0,1291.9999696751659
0.0,906.9999834519573
0.003460999875032516,1285.9999798506608
0.00015899999463750523,1291.999982628737
0.00042299998648909735,1291.9999847876657
0.0,1291.9999864668323
0.0,1291.9999878101655
0.00011099999683299495,1291.9999889092564
0.0,1291.9999898251656
0.00018699999492613353,152.99999945575814
0.0013189999649363302,1285.9999913078034
0.00023499999386477634,1291.9999918401656
3.799999902375461e-05,1291.9999923439154
0.00019599999503668787,1291.9999927884007
4.9999998750188814e-05,1291.9999931834986
0.00015499999617090687,300.99999883463
0.0010919999733107904,1283.9999938958256
0.0005789999859867102,1291.9999941430221
0.0,1291.9999944047104
0.0,1291.9999946436433
0.0,1291.9999948626648
0.0005309999875530053,836.9999969217373
0.00023099999462074418,1273.9999953208824
0.0,372.9999989019787
0.0,186.99999961998347
9.699999777977238e-05,102.99999992938295
0.0,247.99999943637476
0.0,102.99999993383234
0.005031999886449558,174.99999970490302
0.0,102.99999993774242
0.0005069999886524042,214.99999960086467
0.0013339999702547199,102.99999994120562
0.0,166.99999975973026
0.0,102.99999994429442
0.0006609999854102445,179.99999973672692
0.0,102.99999994706641
0.00378599991693263,1283.9999968983252
9.99999978120307e-07,1291.9999969513838
4.299999906167032e-05,1291.999997021593
0.0,1291.9999970885362
0.0005999999869719634,1291.999997152437
0.0,1291.9999972134974
0.0,1139.9999976148913
0.0003669999920844233,1283.9999973455058
0.0,555.9999989755247
0.007841999831208786,131.99999989387044
0.007948999828905713,1287.99999739008
6.699999855789195e-05,1291.9999973814142
0.0001489999967929237,1291.9999973814142
6.899999851484388e-05,1291.9999973814142
0.00020999999547995963,1291.9999973814142
0.00024399999474814362,1291.9999973814142
0.00024299999476966742,1291.9999973814142
1.2999999720187971e-05,1291.9999973814142
0.0,1291.9999973814142
0.0001789999961472039,1291.9999973814142
5.1999998880751884e-05,1291.9999973814142
0.0004519999902711513,1291.9999973814142
6.699999855789195e-05,1291.9999973814142
0.0017499999623329968,1291.9999973814142
0.0002949999936504197,1291.9999973814142
0.0,1291.9999973814142
0.0,1291.9999973814142
0.00027499999408089936,1291.9999973814142
0.00021599999535081555,1291.9999973814142
0.0,1291.9999973814142
0.0002679999942315678,1291.9999973814142
0.0002199999952647198,1291.9999973814142
0.00015499999666377984,1291.9999973814142
0.0,1291.9999973814142
1.4999999677139976e-05,1291.9999973814142
0.00030599999341365575,1183.999997615333
0.0004869999895178116,100.99999996101364
0.0,83.9999999978341
0.00017399999625482385,100.99999996101364
0.00023499999494185954,83.9999999978341
0.016848999637342075,882.9999982672722
0.002052999955811223,87.99999998917045
0.00917799980245272,1283.9999973987415
0.0,87.99999998917045
0.00037199999199307116,1291.9999973814142
0.0,1291.9999973814142
0.00021599999535081555,1291.9999973814142
0.0,1291.9999973814142
0.00047599998975457464,1192.999997595839
0.002430999947675152,1283.9999973987415
9.999999784759985e-07,1291.9999973814142
0.0,1291.9999973814142
0.0,1291.9999973814142
0.0,1291.9999973814142
0.0,1291.9999973814142
0.0,1175.9999976326594
0.005465999882349807,1283.9999973987415
0.00020599999556605587,1291.9999973814142
0.00025099999459747563,1291.9999973814142
4.59999990098959e-05,1291.9999973814142
0.0002019999956521516,1291.9999973814142
0.0002949999936504197,1291.9999973814142
0.0,226.9999996881091
0.03450699925727128,1283.9999973987415
0.0,1291.9999973814142
0.0,1291.9999973814142
0.0,1192.999997595839
0.0037749999187468935,1283.9999973987415
0.00023199999500643145,1291.9999973814142
0.00022799999509252777,1291.9999973814142
0.0001339999971157839,1291.9999973814142
0.0,1291.9999973814142
8.09999982565558e-05,1291.9999973814142
5.399999883770389e-05,1291.9999973814142
0.0002469999946835717,1291.9999973814142
0.0002019999956521516,1291.9999973814142
0.00013499999709425968,1291.9999973814142
9.999999784759985e-07,1291.9999973814142
0.00011399999754626389,1291.9999973814142
0.0002769999940378513,1291.9999973814142
0.00013699999705121184,816.9999984102215
7.699999834265179e-05,1283.9999973987415
6.199999866551187e-05,1291.9999973814142
0.0,127.99999990253411
0.1525799967158678,154.99999984405457
0.0,160.99999983105906
0.0,166.99999981806366
0.014307999692034596,101.9999999588477
0.0014849999680368576,1291.9999973814142
0.0,1291.9999973814142
0.00017499999623329967,1291.9999973814142
1.8999999591043953e-05,1291.9999973814142
0.00027599999405937553,1257.9999974550565
0.0008779999811019272,94.99999997400907
0.010433999775418574,592.9999988953855
0.0,177.99999979423865
0.0016689999640764432,84.99999999566818
0.00023399999496338353,88.99999998700454
0.002803999939646698,646.9999987784266
0.020273999563622365,1287.99999739008
2.0999999547995944e-05,1291.9999973814142
0.00019299999584586789,1291.9999973814142
0.00021799999530776765,1291.9999973814142
0.00023799999487728732,1291.9999973814142
0.0002139999953938639,1291.9999973814142
4.8999998945323944e-05,1291.9999973814142
0.0,1291.9999973814142
0.002047999955918845,1291.9999973814142
9.999999784759985e-07,1291.9999973814142
0.0003099999933275597,1291.9999973814142
0.0001409999969651157,1291.9999973814142
0.0002679999942315678,1291.9999973814142
0.0001889999959319635,1291.9999973814142
0.0,1291.9999973814142
2.499999946189994e-05,1291.9999973814142
0.0003459999925526953,1291.9999973814142
0.0,1291.9999973814142
0.0002639999943176635,1291.9999973814142
0.00015599999664225574,1291.9999973814142
0.0016739999639688228,1291.9999973814142
0.0,1291.9999973814142
9.999999784759985e-07,1291.9999973814142
0.0,1291.9999973814142
2.5999999440375942e-05,1291.9999973814142
0.0003289999929186032,1291.9999973814142
0.0,1291.9999973814142
0.0,1291.9999973814142
0.00014499999687901986,1291.9999973814142
6.499999860093989e-05,1291.9999973814142
0.000499999989237999,1291.9999973814142
0.0,1291.9999973814142
0.001817999960869363,1291.9999973814142
0.00016699999640549165,1291.9999973814142
0.00022099999524319557,1291.9999973814142
0.0,1291.9999973814142
0.0,1291.9999973814142
0.0002469999946835717,1291.9999973814142
0.00025999999440375955,1291.9999973814142
0.00014699999683597185,1291.9999973814142
7.099999847179595e-05,1291.9999973814142
0.00023799999487728732,1291.9999973814142
6.999999849331988e-05,1291.9999973814142
0.0,1291.9999973814142
0.00017299999627634765,1291.9999973814142
0.0,1291.9999973814142
